AccNumber,Title,ClassNo ,AuthorEditort,AuthorEditor,Discription,ISBNNumber,Keywords1,Keywords2,Publisher,YearofPublication,PlaceofPublisher ,Status
6465,Gas Chromatography ,,,,,,,,,,,Available
6466,Sri Lanka Prajathanthrika Samajavadi janarajaye mudal regulasi sangrayaha,332.4 C,Government Printing Department,,"xii,583p:24.5cm",,FINANCIAL ECONOMICS,FINANCIAL REGULATIONS ; DEMOCRATIC SOCIALISTREPUBLIC ; SRI LANKA; REPUBLIC; FINANCIAL MANAGEMENT; PA,Government Ptinting Department,,Colombo,Available
6467,Soil Microbes and Environmental Health,631.41,,Miransari; Mohammad,"xii,322p:26cm",978-1-61209-647-6,Soils-Environmental aspects,Soil microbial ecology; Soil microbiology; Soil pollution; Environmental Health,"Nova Science Publishers,Inc.",2011,New York,Available
6468,A Catalogue of the Araneae - Described between 1940 and 1981,595.4483-79,"Brignoli, Paolo M.","Merrett, P.","xi,755p:24cm",0-7190-0856-5,Spiders - Classification,Spiders - catalogs and collections; Arachnida - Classifications; Arachnida - Catalog and collections,"Manchester University Press, in association with The British Arachnological Society",1983,USA,Available
6469,The Properties of Gases and Liquids,660.042,"Poling, Bruce E. Prausnitz, John M.; O'Connell, John P.",,"ix,",0-07-011682-2,Gases,Liquids,McGraw-Hill,2001,New York,Available
6470,Alternative Energy - Sources and Systems,333.79,"Steeby, Donald L.",,"xiv,318p:27.5cm",978-1-111-03726-0,,,Delmar Cengage Learning,2012,Australia,Available
6471,A Guide to Common Singapore Spiders,595.44,"Koh, Joseph K. H. ",,160p:15cm,981-00-0903-8,,,Singapore Science Centre,2001,Singapore,Available
6472,Spiders of the Families Erigonidae and Linyphiidae from East and Central Africa,595.44,"Holm, Ake",,49p:26.5cm,,Linyphiidea,Spiders-Africa-East; Spiders-Africa-Central,Musee Royal De L'Afrique Central,1968,[----],Available
6473,Common Spiders of North America,595.48097,"Bradley, Richard A.",,"x,271p:26cm",978-0-520-27488-4,Spiders-North America-Identification,American Arachnological Society,University of California Press,2013,London,Available
6474,Birds of the Indian Subcontient,598.0954,"Grimmett, Richard Inskipp, Carlo; Inskipp, Tim",,528p:21.5cm,978-1-4081-2763-6,,,Christopher Helm,2011,London,Available
6475,Singapore Biodiversity - An Encyclopedia of the Natural Environment and Sustainable Development,508.5957  R,"K.L., Peter","Corlett, Richard T.; T.W., Hugh",[552]p:28.5cm,978-981-4260-08-4,Biodiversity-Singapore-Encyclopedia,Animals-Singapore-Encyclopedia; Plants-Singapore-Encyclopedia,Tien Wah Press (Pte) Ltd.,2011,Singapore,Available
6476,Self Assessment Report 2009-2011 (Review of the Institute of Fundamental Studies by the National Science and Technology Commission),C 050.954,Institute of Fundamental Studies,,"viii,114p:29cm",,,,Institute of Fundamental Studies,2012,Kandy,Available
6477,"African Biodiversity - Molecules, Organisms, Ecosystems",577.096,"Huber, Bernhard A. Sinclair, Bradley J.; Lampe, Karl-Heinz",,"xi,443p:24.5cm",978-0-387-24315-3,,,"Springer Science + Business Media, Inc.",2005,Germany,Available
6478,The Best American Science and Nature Writing  2011,508,,"Roach, Mary; Folger, Tim","xx,361p:21cm",978-0-547-35063-9,,,A Mariner Original - Houghton Mifflin Harcourt,2011,New York,Available
6479,1`Fifteen Papers on Extant and Fossil Spiders (Araneae),595.44,,"Wunderlich, Joerg",368p:24.5cm,978-3-931473-13-2,,,Publishing House Joerg Wunderlich,2012,Germany,Available
6480,Extant and Fossil Spiders (Araneae) - Heutige Und Fossile Spinnen,595.44,,"Wunderlich, Joerg",640p:24.5cm,978-3-931473-12-2,,,Publishing House Joerg Wunderlich,2011,Germany,Available
6481,Mosquitoes as a Part of Wetland Biodiversity ,595.772,"Schafer, Martina",,[150]p:24cm,91-554-6094-1,,,Acta University Upsaliensis,2004,"Sweden, Uppsala",Available
6482,Organic Reaction Mechanisms - Peradeniya Science Publication (No. 13),547.1 C ,"Wannigama, G.P.",,"iv,166p:25.5cm",955-589-036-1,,,"Science Education Unit, Faculty of Science, University of Peradeniya",2000,Sri Lanka,Available
6483,From Ceylon to Sri Lanka - Experiences of a Naturalist Tea Planter,954.93  C,"Davies, Max Morgan",,"ix,243:26cm",978-955-51156-0-5,,,Vishva Lekha,2008,"Rathmalana, Sri Lanka",Available
6484,Lizards of Sri Lanka - A Colour Guide with Field Keys,597.95493,"Somaweera, Ruchira Somaweera, Nilusha",Chimaira Edition,303p:21cm,978-3-89973-478-2,,,Andreas S. Brshm,2009,Germany,Available
6485,Hilbert Space Methods in Quantum Mechanics,530.1201515,"Amrein, Werner O.",,"viii,395p:24.5cm",978-2-940222-35-3,,,"EPEL Press,A Swiss Academic Publisher Distributed by CRC Press",2009,Switzerland,Available
6486,Intellectual Curiosity and the Scientific Revolution - A Global Perspective,509.4,"Huff, Toby E.",,"xiii,353p:22.5cm",978-0-521-17052-9,Science-Europe-History,Science-Experiments-History; Discoveries in Science-Europe-History-17th century; Science-Europe-Hist,Cambridge University Press,2011,USA,Available
6487,Scorpions of SouthernAfrica,595.460968,"Leeming, Jonathan",,88p:21cm,978 1 86872 804 6,Scorpions-Africa-Southern,,Struik Nature,2003,South Africa,Available
6488,"Droughts and Integrated Water Resource Management in South Asia - Issue, Alternatives and Futures",363.34929,,"Jairath, Jasveen; Ballabh, Vishwa","xx,356p:22.5cm",978-81-7829-859-7 (HB),Droughts-South Asia,Droughts-Social aspects-Aouth Asia; Droughts-Government Policy-Aouth Asia; Water Supply--South Asia-Management,SAGE Publications India Pvt. Ltd.,2008,India,Available
6489,Reproductive and Plant Breeding - Biologie de la Reproduction et Amelioration des Plants,631.523,,"Dumas, Y. Dattee C.; Gallais, A.","xviii,455p:24cm",3-540-54641-3,Plant Breeding,Plant Reproduction,Springer-Verlag,1992,New York,Available
6490,"Les cahiers Magellanes - Contribution a l'etude des Megopis Serville, 1832 du Sri Lanka avec la description d'une nouvelle espece Megopis morettoi n. sp. (Coleoptera, Cerambycidae, Prioninae)",595.76954,"Drumont, Alain",,13p:21cm,2-911545-37-0,,,Association Magellanes,2003,France,Available
6491,Process Control Instrumentation Technology ,660.283,"Johnson, Curtis D.",,"xv,573p:22cm",0-471-63734-3,Process control ,Engineering instruments,"John Wiley and Sons, Inc.",1988,Canada,Available
6492,Digital Computer Principles ,4,"Jenkins, Lawrence ",,"xii,277p:24cm",0 85226 411 9,Electronic Digital Computers,,Wilewy Eastern Limited,1987,New Delhi,Available
6493,Artificial Intelligence - a handbook of professionalism ,6.3,"Whitby, Blay",,194p:24.5cm,0-7458-0350-4,Artificial Intelligence ,,Ellis Horwood Limited,1988,New York,Available
6494,Microelectronic Systems - Level I,621.3817,"Cooke, P.",,184p:24cm,0 09 165401 7,Microelectronics,,English Language Book Society/Business and Technician Education Council/Hutchinson ,1986,London,Available
6495,Environmental Effects of Utilizing More Coal ,662.62,,"Robinson, F.A.","viii,203p:21cm",0-85186-805-3,Coal-Environmental aspects Congress ,,Royal Society of Chemistry ,1980,London,Available
6496,Application of Zero Valent Iron for the Treatment of Landfill Leachate Generation from Gohagoda Municipal Solid Waste Dumpsite,808.02,"Wijesekara, S.S.R.M.D.H.R.",,"xix,87p:29cm",,Environmental Science,,,2013,,Available
6497,Technical Terms in Sinhalese - Chemistry,403 C (REF),Educational Publications Department,,86p:24.5cm,,,,Educational Publications Department,1959,Sri Lanka,Available
6498,Glossary of Technical Terms - Medicine (Sinhala Language),403  C (REF,Educational Publications Department,,"iv,145p:21cm",,,,Educational Publications Department,2007,Sri Lanka,Available
6499,Guide to Scientific and Technical Writing ,808.0665  C,"Coory, P. G.",,"xiii,159p:22cm",955-95434-0-7,,,P. G. Cooray,1992,Sri Lanka,Available
6500,Budhun Dakeema saya Nivan Dakeema - Aduren Eliyata (Sinhala Language),294.363 C,"Siridhamma, Pitiduwe",,184p:20.5cm,955-95263-9-1,,,Heladiva Publishers,2004,Sri Lanka,Available
6501,Prayogika Rasayana Vidyawa - Practical Chemistry (Sinhala Language),403 C (REF),Brawni Joseph,"Fonseka, Erik. L.; Siriwardhana, P.P.G.L.","vii,193p:21.5cm",,,,Educational Publications Department,1971,Sri Lanka,Available
6502,Glossary of Technical Terms - Mathematics (Revised and Enlarged Edition),403  C (REF,Educational Publications Department,,254p:21cm,,,,Educational Publications Department,1992,Sri Lanka,Available
6503,Vidu Nana Mihira 10 - 11 Sreni Sandaha Vidyawa (Singhala Language),602  C  ,"Education Office, Kothmale",,"xii,220p:29cm",,,,"Educational Offica, Kothmale (International Institute of Professional Studies)",2013,"Kothmale, Sri Lanka",Available
6504,"TiO2 Nanotube Arrays Synthesis, Properties and Applications",620.5,"Grimes, Craig A. Mor, Gopal K.",,"xxvii,358p:24cm",978-1-4419-0067-8,Nanotube,,SpringerScience+Business Media. LLC,2009,Germany,Available
6505,Thermal Radiation Heat Transfer,621.4022,"Howell, John R. Siegel, Robert ","Menguc, M. Pinar","xxx,957p:26cm",978-1-4398-0533-6,Heat Radiation and absorption,Heat Transmission; Materials Thermals-Thermal properties,"Taylor and Francis Group,LLc",2011,London,Available
6506,Lagoons of Sri Lanka: From the Origins to the Present,636.2095493,"Silva, E.I.L. Katupotha, J.; Amarasinghe, O; Manthrithilake, H.; Ariyarathna, R.",,"iv,116p:28cm",978-92-9090-778-7,,,International Water Management Institute,2013,Sri Lanka,Available
6508,Vidyawa 7 shreniya - Guru Margopadesha Sangrahaya (Sinhala Language),507.12  C,,"Anthony, C.M.R.; Gauthamadasa, G.H.; Rathnasooriya, W.A.D.; Adamlebbe, J.; Sumathipala, W.A.; De Silva, A.D.A.; Waduge, L.K.; Malawipathirana, P.; Jayasekara, Nadee Ama; Suraweera, S.A.D.N.Y.; Mapagunarathna, H.M.","viii,138p:29.5cm",,Science,Natural; Pure,Educational Publications Department,2013,"Padukka, Sri Lanka",Available
6509,The Physics of Atmospheres,551.50123,"Houghton, John",,"xv,320p:24.5cm",0-521-01122-1,Atmospheric Physics,Dynamic Meteorology,Cambridge University Press,2002,UK,Available
6510,Reproduction in Wild Mammals,599.016 C ,"Abeyratne, A.S.",,133p:22cm,978-955-53169-0-3,,,Dr. A.S. Abeyratne,2011,Sri Lanka,Available
6511,The Sixth Extinction - An Unnatural History,576.84,"Kolbert, Elizabeth",,319p:24cm,,Mass extinctions,Extinction Biology; Environmental disasters; Science/Environment Science; Science/Life science /Evol,Bloomsbury Publishing ,2014,London,Available
6512,"art in nature - Color, Pattern, Texture",780 C ,StuiverChitra Premaratne,,74p:28cm,978-955-44747-0-3,,,Gunarathne offset (Pvt) Ltd.,2013,Sri Lanka,Available
6513,"Carbon sequestration controlled by climatic, plant and soilmparameters - Their dynamics and control of selected Sri Lankan forests",630,"Kuruppuarachchi, K.A.J.M. Senavirathne, Gamini",,"xiv,158p:22cm",978-3-639-51172-7,,,Verlag/Publishe,2013, Scholar's Press,Available
6514,Natural Disasters,904.5,"Abbott, Patrick L.",,"ix,438p:25.5cm",0-697-25493-3,,,,1996,London,Available
6515,Living Dharma - Teaching of Twelve Buddhist Masters,294.3443,"Kornfield, Jack",,"xiv,319p:22.5cm",1-57062-138-1,Spiritual life - Buddhism,Vipasyana (Buddhism); Theravada Buddhism - Doctrines,"Shambhala Publications, Inc.",1996,London,Available
6516,Statistics Explained - A Guide for Social Science Students,519.5,"Hinton, Perry R.",,"xv,24.4cm",0-415-10286-3,Psychometrics,,Simultaneously published ,1995,London,Available
6517,Basic Principles and Calculations in Chemical Engineering (With CD - AV/CD/389),660.2,"Himmelblau, David M.",,"xvii,725p:23.3cm",81-203-1145-0,Chemical Engineering ,,,2005,New Delhi,Available
6518,An Introduction to Geophysical Explorarion ,622.15,"Hill, Ian Brooks, Michael; Kearey, Philip",,"viii,262p:24.5cm",978-0-632-04929-5,,,Blackwell Science Ltd.,2002pUSA,,Available
6519,An Introduction to Applied and Environmental Geophysics,624.151,"Reynolds, John M. ",,"xii,696p:228.5cm",978-0-471-48536-0,Geophysics Technique,Seismology Technique,A John Wiley and Sons Publication ,2011,Uk,Available
6520,The Mammals of Sri Lanka,599.5493  C,"Yapa, Asoka Ratnavira, Gamini",,1112p:29cm,978-955-8576-32-8,,,Field Ornithology Group of Sri Lanka,2013,Sri Lanka,Available
6521,Landfilling of Waste: Leachate,628.44564,,"Christensen, T.H.; Cossu, R.; Stegmann, R.","xv,520p:22.5cm",0-419-16140-6,Leachate,Sanitary Leadfiils-Leaching,Taylor and Francis Group,1992,London,Available
6522,Industrial Wastewater Treatment ,628.3,"Jern, NG Wun",,"ix,153p:23cm",1-86094-664-X,Factor and trade waste - Purification,Sewage - Purification,Imperial College Press,2006,London,Available
6523,Physical Chemistry,541.3,"Vemulapalli, G.K.",,"xvi,991p:24cm",81-203-1142-6,"Chemistry, Physical Theoritical ",,Prentice-Hall India Private Limited,2006,New Delhi,Available
6524,Essentials of Materials Science and Engineering,620.11,"Askeland, Donald R. Phule, Pradeep P. ",,"xx,588p:23.5cm",81-315-0233-3,Materials Science,,a Division of Thomson Canada Limited ,2004,New Delhi,Available
6525,Molecular Epidemiology of Microorganisms - Methods and Protocols,579,,"Caugant, Dominique A.","xi,321p:26.5cm",978-1-60327-998-7,Molecular Epidemiology laboratory Manual ,Pathogenic bacteria,Humana Press,2009,New York,Available
6526,Environmental Deterioration and Human Health - Natural and anthropogenic determinants,613.1,,"Malik, Abdul; Grohmann, Elisabeth; Akhtar, Rais","xv,421p:24cm",978-94-007-7889-4,Environmental DeteriorationHealth aspects,"Environmental Health; Pollution, Health aspects",Springer Science,2014,London,Available
6527,Solid Waste Technology and Management - Volume 1,628.744,"Christensen, Thomas H. ",,"ix,512p:25.2cm",978-1-405-17517-3,Refuse and refuse disposal,,"A John Wiley and Sons, Ltd. Publication ",2011,New Delhi,Available
6528,Solid Waste Technology and Management - Volume 2,628.744,"Christensen, Thomas H. ",,"ix,513-1026p:25.2cm",978-0-405-17517-3,Refuse and refuse disposal,,"A John Wiley and Sons, Ltd. Publication ",2011,New Delhi,Available
6529,Lectures on Quantum Information,4.1,,"Brub, Dagmar; Leuchs, Gerd","xxiv,610p:24cm",978-3-527-40527-5,Physics,Quantum Computers; Information Theory,Wiley-VCH Verlag GmbH and Co.,2007,Germany,Available
6530,Quantum Mechanics and Quantum Information ,530.12,"Fayngold, Moese Fayngold, Vadim",,"xx,843p:24cm",978-3-527-40647-0,Quantum Theory,Quantum Computers,Wiley-VCH Verlag GmbH and Co.,2011,Germany,Available
6531,Quantum Teleportation and Entanglement - A Hybrid Approach to Optical Quantum Information Processing,530.12,"Furusawa, Akira Loock, Peter van",,"x,341p:24.5cm",978-3-527-40930-3,Quantum Theory,Quantum Teleportation; Quantum Optics; Information Theory,Wiley-VCH Verlag GmbH and Co.,2011,Germany,Available
6532,Maths - A Student's Survival Guide (A Self-Help Workbook for Science and Engineering Students),511,"Olive, Jenny",,"xii,634p:25.5cm",978-0-521-01707-7,Mathematics,,Cambridge University Press,2003,New York,Available
6533,Practical Magnetotellurics,622.153,"Simpson, Fiona Bahr, Karsten",,"xv,254p:25cm",978-0-521-81727-1,Magnetotelluric prospecting,,Cambridge University Press,2005,New York,Available
6534,Introduction to Geomagnetic Fields,538.72,"Campbell, Wallace H.",,"xii,337p:24cm",0-521-52953-0,Geomagnetism,,Cambridge University Press,2003,New York,Available
6535,Fundamentals of Geophysics,550,"Lowrie, William",,"vi,381p:27.5cm",978-0-521-27038-0,Geophysics,,Cambridge University Press,2007,New York,Available
6536,Applied Geophysics,622.15,"Telford, W.M. Geldart, L.P.; Sheriff, R.E.",,"xii,770p:24cm",978-0-521-27097-7,Prospecting Geophysical methods,,Cambridge University Press,2010,New York,Available
6537,Quantum Optics in Phase Space,535.15,"Schleich, Wolfgang",,"xx,695p:25cm",978-3-527-29435-0,Chemistry,Quantum Optics; Phase Space (Statistical Physics),Wiley-VCH Verlag Berlin GmbH Co. ,2001,Hermany,Available
6538,Quantum Paradoxes - Quantum Theory for the Perplexed,530.12,"Aharonov, Yakir Rohrlich, Daniel ",,"x,289p:24cm",978-3-527-40391-2,Mathematics,Quantum Theory,Wiley-VCH Verlag GmbH and Co.,2005,Germany,Available
6539,"Drug Abuse Terms Explained in English, Sinhala and Tamil (Mathdravya Durbhawitha Patha Vivaranaya)",362.29 REF ,National Dangerous Drugs Control Board,,"x,101p:23cm",955-9137-01-8,,,National Dangerous Drugs Control Board,1991,Sri Lanka,Available
6540,Embryogenesis,574.33,"Grossinger, Richard",,401p:21cm,,,,AVON Books,1985,New York,Available
6541,"Compendium of Quantum Physics - Concepts, Experiments, History and Philosophy",530.12,,"Greenberger, D.; Hentschel, K.; Weinert, F.","xvi,901p:24cm",978-3-540-70622-9,Mathematics,Quantum Theory,Springer,2009,London,Available
6542,Fungal Secondary Metabolism - Methods and Protocols,572.4295,,"Keller, Nancy P.; Turner, Geoffrey","xii,288p:26cm",978-1-62703-121-9,Fungal Metabolites,Metabolism Secondary; Fungi Metabolism; Genome Fungal; Metabolome genetics; Metabolomics methods,Humana Press is a Brand of Springer ,2012,New York,Available
6543,Operational Quantum Physics,530.12,"Busch, Paul Grabowski, Marian; Lahti, Pekka J.",,"xi,230p:23.5cm",978-3-662-14034-5,Quantum Theory Mathematics,Operator Valued measures ,Springer Verlag Berlin Heidelberg ,1995,New York,Available
6544,The Quantum Theory of Measurement ,530.8,"Busch, Paul Lahti, Pekka J.; Mittelstaedt, Peter",,"xiii,181p:23.5cm",978-3-662-14104-5,Physical measurement,Quantum Theory,Springer Verlag Berlin Heidelberg ,1996,New York,Available
6545,The Curse of Mummy's Tombs  - Mammiye Sapaya (Sinhala Language),891.48 C,"Rohan, Sudath (Editor)",,180p:18cm,978-955-0716-14-2,,,Heladiwa Prakashakayo,2012,"Sri Lanka, Warakapola",Available
6546,Daddy-Long-Legs by Jean Webster - Dandu Diga Appachchi (Sinhala Language),891.48 C,"Matiyanage, Gunathilaka (Editor)",,155p:22cm,978-955-697-017-3,,,Ashirvada Prakashakayo,2013,"Sri Lanka, Meerigama",Available
6547,Nadu Pawareema ha Uththara Bandeema (Sinhala Language),340 C,"Tilakarathne, Ananda N.",,170p:21.5cm,955-652-084-8,,,Wijesooriya Grantha Kendraya,200,,Available
6548,"Italo Calvino, Path to the Spiders Nets - Ethalo Kalvino, Makulu Delata Yana Para ",891.48 C,"Samaranayake, Choolananda (Editor)",,187p:21.5cm,955 8033 79 0,,,Vidarshana Publishers,2010,"Sri Lanka, Dehiwala",Available
6549,Edineda Jeevithayedee Oba Muhunapana Neethimaya Gatalu Rasakata Wisadum Sapayana - Obata Balapana Neethiya ,340 C,"Hettige, Nilantha",,128p:2cm,978-955-655-347-5,,,Wasana Prakashakayo,2008,"Sri Lanka,Dankotuwa",Available
6550,Sarala Pahasu Parani Ath Beheth ha Kem Krama (Sinhala Language),615 C,"Chandrasiri, K.A.",,64p:21cm,978-955-655-497-7,,,Wasana Printers,2009,"Sri Lanka,  Dankotuwa",Available
6551,"Street Kid, Judy Westwater - Kandulu Doni (Sinhala Language)",891.48  C,"De Silva, Anula (Editor)",,192p:21cm,978 955 1559 78 4,,,Vidarshana Prakashana,2011,"Sri Lanka,Dehiwala",Available
6552,Paripalana Neethiya saha Sewaka Aithiwasikam  (Sinhala Language),342  C,"Hettige, Nilantha ",,112p:21cm,978-955-655-895-1,,,Wasana Printers,2010,"Sri Lanka, Dankotuwa",Available
6553,Buddhimaya Depala Neethiya (Sinhala Language),346.0482 C,"Nawarathne, Wasana",,104p:21.5cm,978-955-672-010-5,,,Akarshaa Mudranalaya,2010,"Sri Lanka, Meerigama",Available
6554,Sakshi Neethya (Sinhala Language),340 C ,"Tilakarathne, Ananda N.",,245p:22cm,978-955-652-697-5,,,Wijesooriya Grantha Kendraya,2011,"Sri Lanka, Mulleriyawa",Available
6555,Sri Lanka Prajathanthrika Samajawadee Janarajaye Ayathana Sangrahaya 1 veni Kandaya (Sinhala) (E Code Velume 1) [Sinhala],REF  C 350 ,Government Printing ,,"v,525p:27cm",,,,Sri Lanka Government Printing Department ,2013,Sri Lanka,Available
6556,Sri Lanka Prajathanthrika Samajawadee Janarajaye Ayathana Sangrahaya 1 veni Kandaya (Sinhala) (E Code Velume 1) [Sinhala],REF C 350,Government Printing Department,,"v,525p:27cm",,,,Sri Lanka Government Printing Department,2013,Sri Lanka,Available
6557,Sri Lanka Prajathanthrika Samajawadee Janarajaye Ayathana Sangrahaya 1 veni Kandaya (Sinhala) (E Code Velume 1) [Sinhala],REF C 350,Government Printing Department,,"v,525p:27cm",,,,Sri Lanka Government Printing Department,2013,Sri Lanka,Available
6558,Sri Lanka Prajathanthrika Samajawadee Janarajaye Ayathana Sangrahaya 1 veni Kandaya (Sinhala) (E Code Velume 1) [Sinhala],REF C 350,Government Printing Department,,"v,525p:27cm",,,,Sri Lanka Government Printing Department,2013,Sri Lanka,Available
6559,Sri Lanka Prajathanthrika Samajawadee Janarajaye Ayathana Sangrahaya 1 veni Kandaya (E Code Velume 1) ,REF C 350,Government Printing Department,,"v,525p:27cm",,,,Sri Lanka Government Printing Department,2013,Sri Lanka,Available
6560,The Chemistry of Soils,631.41,"Sposito, Garrison",,"xii,329p:24cm",978-0-19-531369-7,Soil Chemistry,,Oxford University Press,2008,New York,Available
6561,A Guide for Beginners in Research,1.42,,"Iqbal, M.C.M.","xi,192p:25.5cm",978-955-9321-14-9,,,The Sri Lanka Association for the Advancement of Science ,2014,"Sri Lanka, Colombo 7",Available
6562,Karawila (Momordica charantia),615.321,"Jayasinha, Purnima Warnasuriya, Dilmani; Dissanayake, Harshani",,36p:28.5cm,955-8394-02-5,"Botany, Medical",,"Information Service Centre, Industrial Technology Institute",1999,"Sri Lanka, Colombo",Available
6563,Illustrated field guide to the flowers of Sri Lanka,635.9  C,"Vlas, J. and J. de",,304:21cm,978-955-1917-00-5,,,,2008,"Sri Kanka, Kandy, Mark Booksellers and Distributers (pvt.) Ltd.",Available
6564,Coherent States and Applications in Mathematical Physics,530,"Combescure, Monique Robert, Didier",,"xiii,415p:24cm",978-94-007-0195-3,Physics,,Springer Science+Business Media,2012,London,Available
6565,Asian Functional Foods,613.2095,"Shi, John Ho, Chi-Tang; Shahidi, Fereidoon",,"xxi,647p:23.5cm",0-8247-5855-2,Functional Foods,Diet-Asia,Taylor and Francis Group (CRC Press Book),2005,London,Available
6566,"Gravity and Magnetic Exploration - Principles, Practices and Applications",531.14,"Hinze, William J. Von Frese, Ralph R.B.; Saad, Afif H.",,"xii,512p:25cm",978-0-521-87101-3,Magnetic Measurement,Gravity Measurements; Science Geography,Cambridge University Press,2013,UK,Available
6567,Plant Microbe Symbiosis: Fundamentals and Advances,581,,"Arora, Naveen Kumar","xi,459p:24cm",978-81-322-1286-7,,,Springer,2013,London,Available
6568,Glorious Historical Antecedents of a Cultured Civilisation: Sri Lanka ,306  C,"De Silva, M. Asoka T.",,"xxii,293p:24cm",978-955-665-201-7,,,Vijithayapa publications,2013,Sri Lanka,Available
6569,Quantum Information Theory and the Foundations of Quantum Mechanics,530.12,"Timpson, Christopher G.",,"ix,293p:24cm",978-0-19-929646-0,Quantum Theory,Information Theory,Oxford UNiversity Press,2013,UK,Available
6570,Spectral Analysis and Filter Theory in Applied Geophysics,530.0151,"Buttkus, Burkhard",,"xv,667p:23cm",978-3-642-62943-3,Spectral Theoty - Mathematics,Filter - Mathematics; Geophysics - Mathematics,Springer-Verlag Berlin Heidelberg,2000,Germany,Available
6571,Sri Lanka Prajathanthrika Samajawadee Janarajaye Ayathana Sangrahaya 1 veni Kandaya (Sinhala) (E Code Volume 1) [Sinhala],REF C 350,Government Printing Department,,"v,525p:27cm",,,,Sri Lanka Government Printing Department,2013,Sri Lanka,Available
6572,Sri Lanka Prajathanthrika Samajawadee Janarajaye Ayathana Sangrahaya 1 veni Kandaya (Sinhala) (E Code Volume 1),REF C 350,Government Printing Department,,"v,525p:27cm",,,,Sri Lanka Government Printing Department,2013,Sri Lanka,Available
6573,Sri Lanka Prajathanthrika Samajawadee Janarajaye Ayathana Sangrahaya 1 veni Kandaya (Sinhala) (E Code Volume 1I) ,REF C 350,Government Printing Department,,"vi,112p:24cm",,,,Sri Lanka Government Printing Department,2013,Sri Lanka,Available
6574,The Encyclopedia of Medical and Veterinary Entomology,614.4303,"Russel, Richard C. Otranto, Domenico ; Wall, Richard L.",,"vii,429p:25cm",978-1-78064-037-2,Arthropod vectors-Encyclopedias,Veterinary entomology-Encyclopedias; Insects as carries of disease-Encyclopedias,CABI,2013,United Kiondom,Available
6575,Peppers - Vegetable and Spice Capsicums,635.6437,"Bosland, Paul W. Votava, Eric J.",,"viii,230p:23cm",978-1-84593-825-3,Peppers,,CABI,2012,United Kiondom,Available
6576,"The Avocado - Botany, Production and uses",580,,"Schaffer, Bruce; Wolstenholme, B. Nigel; Whiley, Anthony W.","xi,560p:25cm",978-1-84593-701-0,Avocado,,CABI,2013,United Kiondom,Available
6577,Tomatoes,635.642,,"Heuvelink, Ep","x,339p:23.5cm",0-85199-396-6,,,CABI,2005,United Kiondom,Available
6578,Tropical Fruit Flies of South-East Asia - Indomalaya to North-West Australasia,595.774,"Drew, Richard A. I. Romig, Meredith C.",,"vii,653p:28cm",978-1-78064-035-8,Fruite flies-Southeast Asia-Classification,,CABI,2013,United Kiondom,Available
6579,Kritavedi Festschrift for Senior Professor Piyadasa Ranasinghe - Kruthadedi Jeshta Mahacharya Piyadasa Ranasinghe Abhinandana Granthaya,C 020,,"Piyarathan Himi^ Lagumdeniye; Weerasuriya, W.A.; Ananda Tissa, R.D.","xxvii,54p:31.5",9.79E+12,Library Science,Collction of Articles,Mhacharya Piyadasa Ranasinghe Padanama,2014,Ragama,Available
6580,Jaiwawiwidathwaye Sri Lankeya Urumaya - Our Biological Heritage ,577.954  C,Young biological society of Sri Lanka ,,"v,100p:28.5cm",9.79E+12,,,Young biological society of Sri Lanka ,2014,Colombo Sri Lanka,Available
6581,Traditional Communities in Sri Lanka  - The Ahikuntaka,930.1954 C,Ceylon Tea Services PLC,,115p28.5cm,,,,Ceylon Tea Services PLC,2013,"Peliyagoda, Sri Lanka",Available
6582,Indigenous Communities in Sri Lanka - The Veddaha,930.1954  C,Ceylon Tea Services PLC,,95p:28.5cm,978-955-0081-07-3,,,Ceylon Tea Services PLC,[200--],"Peliyagoda, Sri Lanka",Available
6583,Recognising Deadly Venomous Snakes from Harmless Snakes of Sri Lanka,597.954  C,"Wickramasinghe, J.L. Mendis",,54p:21cm,978-955-0081-12-7,,,Ceyon Tea Services PLC,2014,"Peliyagoda, Sri Lanka,",Available
6584,A Pictorial Guide to Uda Walawe National Park,634.954  C,,"Kotagama, Sarath","xii,315cm",978-955-8576-33-5,,,Field Ornithology Group of Sri Lanka,2014,"Peliyagoda, Sri Lanka,",Available
6585,An Introduction to common Spiders of Sri Lanka ,595.4954 C,"Nanayakkara, Ranil P.",,87p:21cm,978-955-0081-11-0,,,Ceyon Tea Services PLC,2014,"Peliyagoda, Sri Lanka,",Available
6586,"Relocating Modern Science - Circulation and the Construction of Knowledge in South Asia and Europe, 1650-1900",507.22,"Raj, Kapil",,"x,285p:22.5cm",978-0-2305-0708-1,Science South Asia Historiography,Science Europe Historiography; Science Historiography,Palgrave Macmillan,2007,New York,Available
6587,Practical Computing for Biologists,570.285,"Haddock, Steven H.D. Dunn, Casey W.",,"xix,538p:23cm",978-0-87893-391-4,Biology Data Processing,,Sinauer Associates Inc.,2011,USA,Available
6588,Metals and Life,546.31,,"Crabb, Eleanor; Moore, Elaine",226p:26cm,978-1-84973-059-4,Metals Juvenile Litetature,Matels,RSC Publishing,2010,UK,Available
